,Id,file,Objects
24,24,CV-Bench/ADE20K/validation/images/ADE_val_00000433.jpg,pillow
25,25,CV-Bench/ADE20K/validation/images/ADE_val_00001429.jpg,"booklet, brochure, folder, leaflet, pamphlet"
26,26,CV-Bench/ADE20K/validation/images/ADE_val_00000458.jpg,wall
27,27,CV-Bench/ADE20K/validation/images/ADE_val_00000468.jpg,"switch, electric switch, electrical switch"
28,28,CV-Bench/ADE20K/validation/images/ADE_val_00000470.jpg,"blind, screen"
29,29,CV-Bench/ADE20K/validation/images/ADE_val_00000471.jpg,"stove, kitchen stove, range, kitchen range, cooking stove"
30,30,CV-Bench/ADE20K/validation/images/ADE_val_00000473.jpg,"dishwasher, dish washer, dishwashing machine"
31,31,CV-Bench/ADE20K/validation/images/ADE_val_00000478.jpg,"windowpane, window"
32,32,CV-Bench/ADE20K/validation/images/ADE_val_00000484.jpg,"pot, flowerpot"
33,33,CV-Bench/ADE20K/validation/images/ADE_val_00001481.jpg,"painting, picture"
34,34,CV-Bench/ADE20K/validation/images/ADE_val_00001482.jpg,"basket, handbasket"
35,35,CV-Bench/ADE20K/validation/images/ADE_val_00000510.jpg,"fireplace, hearth, open fireplace"
36,36,CV-Bench/ADE20K/validation/images/ADE_val_00000512.jpg,"fireplace, hearth, open fireplace"
37,37,CV-Bench/ADE20K/validation/images/ADE_val_00000523.jpg,armchair
38,38,CV-Bench/ADE20K/validation/images/ADE_val_00000530.jpg,"rug, carpet, carpeting"
39,39,CV-Bench/ADE20K/validation/images/ADE_val_00001510.jpg,cushion
40,40,CV-Bench/ADE20K/validation/images/ADE_val_00001519.jpg,book
41,41,CV-Bench/ADE20K/validation/images/ADE_val_00001523.jpg,tureen
42,42,CV-Bench/ADE20K/validation/images/ADE_val_00001528.jpg,stool
43,43,CV-Bench/ADE20K/validation/images/ADE_val_00000450.jpg,"pitcher, ewer"
44,44,CV-Bench/ADE20K/validation/images/ADE_val_00001968.jpg,"blanket, cover"
45,45,CV-Bench/ADE20K/validation/images/ADE_val_00000639.jpg,"basket, handbasket"
46,46,CV-Bench/ADE20K/validation/images/ADE_val_00000697.jpg,vase
47,47,CV-Bench/ADE20K/validation/images/ADE_val_00000698.jpg,"coffee table, cocktail table"
48,48,CV-Bench/ADE20K/validation/images/ADE_val_00001698.jpg,bottle
49,49,CV-Bench/ADE20K/validation/images/ADE_val_00001699.jpg,wall
50,50,CV-Bench/ADE20K/validation/images/ADE_val_00000709.jpg,wall
51,51,CV-Bench/ADE20K/validation/images/ADE_val_00001453.jpg,"partition, divider"
52,52,CV-Bench/ADE20K/validation/images/ADE_val_00001715.jpg,"curtain, drape, drapery, mantle, pall"
53,53,CV-Bench/ADE20K/validation/images/ADE_val_00000898.jpg,iron
54,54,CV-Bench/ADE20K/validation/images/ADE_val_00000921.jpg,door
55,55,CV-Bench/ADE20K/validation/images/ADE_val_00000925.jpg,"windowpane, window"
56,56,CV-Bench/ADE20K/validation/images/ADE_val_00001931.jpg,pillow
57,57,CV-Bench/ADE20K/validation/images/ADE_val_00001343.jpg,"person, individual, someone, somebody, mortal, soul"
58,58,CV-Bench/ADE20K/validation/images/ADE_val_00000498.jpg,"signboard, sign"
59,59,CV-Bench/ADE20K/validation/images/ADE_val_00001537.jpg,"person, individual, someone, somebody, mortal, soul"
60,60,CV-Bench/ADE20K/validation/images/ADE_val_00001737.jpg,"person, individual, someone, somebody, mortal, soul"
61,61,CV-Bench/ADE20K/validation/images/ADE_val_00000916.jpg,door
62,62,CV-Bench/ADE20K/validation/images/ADE_val_00001916.jpg,flag
63,63,CV-Bench/ADE20K/validation/images/ADE_val_00000113.jpg,sky
64,64,CV-Bench/ADE20K/validation/images/ADE_val_00001940.jpg,bench
65,65,CV-Bench/ADE20K/validation/images/ADE_val_00000194.jpg,sky
66,66,CV-Bench/ADE20K/validation/images/ADE_val_00000222.jpg,"footbridge, overcrossing, pedestrian bridge"
67,67,CV-Bench/ADE20K/validation/images/ADE_val_00000260.jpg,pole
68,68,CV-Bench/ADE20K/validation/images/ADE_val_00000561.jpg,"screen, silver screen, projection screen"
69,69,CV-Bench/ADE20K/validation/images/ADE_val_00000948.jpg,"backpack, back pack, knapsack, packsack, rucksack, haversack"
70,70,CV-Bench/ADE20K/validation/images/ADE_val_00001290.jpg,"person, individual, someone, somebody, mortal, soul"
71,71,CV-Bench/ADE20K/validation/images/ADE_val_00001326.jpg,"rock, stone"
72,72,CV-Bench/ADE20K/validation/images/ADE_val_00000337.jpg,"person, individual, someone, somebody, mortal, soul"
73,73,CV-Bench/ADE20K/validation/images/ADE_val_00001349.jpg,field
74,74,CV-Bench/ADE20K/validation/images/ADE_val_00000562.jpg,"person, individual, someone, somebody, mortal, soul"
75,75,CV-Bench/ADE20K/validation/images/ADE_val_00000492.jpg,lake
76,76,CV-Bench/ADE20K/validation/images/ADE_val_00000557.jpg,"person, individual, someone, somebody, mortal, soul"
77,77,CV-Bench/ADE20K/validation/images/ADE_val_00001557.jpg,path
78,78,CV-Bench/ADE20K/validation/images/ADE_val_00000702.jpg,"animal, animate being, beast, brute, creature, fauna"
79,79,CV-Bench/ADE20K/validation/images/ADE_val_00001734.jpg,"person, individual, someone, somebody, mortal, soul"
80,80,CV-Bench/ADE20K/validation/images/ADE_val_00001922.jpg,field
81,81,CV-Bench/ADE20K/validation/images/ADE_val_00001563.jpg,"stairs, steps"
82,82,CV-Bench/ADE20K/validation/images/ADE_val_00001115.jpg,"chest of drawers, chest, bureau, dresser"
83,83,CV-Bench/ADE20K/validation/images/ADE_val_00001198.jpg,ashtray
84,84,CV-Bench/ADE20K/validation/images/ADE_val_00000223.jpg,shelf
85,85,CV-Bench/ADE20K/validation/images/ADE_val_00000565.jpg,door
86,86,CV-Bench/ADE20K/validation/images/ADE_val_00000300.jpg,"windowpane, window"
87,87,CV-Bench/ADE20K/validation/images/ADE_val_00000954.jpg,hanger
88,88,CV-Bench/ADE20K/validation/images/ADE_val_00001564.jpg,"microphone, mike"
89,89,CV-Bench/ADE20K/validation/images/ADE_val_00001727.jpg,"curtain, drape, drapery, mantle, pall"
90,90,CV-Bench/ADE20K/validation/images/ADE_val_00001635.jpg,"column, pillar"
91,91,CV-Bench/ADE20K/validation/images/ADE_val_00001063.jpg,lamp
92,92,CV-Bench/ADE20K/validation/images/ADE_val_00000197.jpg,tunnel
93,93,CV-Bench/ADE20K/validation/images/ADE_val_00000198.jpg,mat
94,94,CV-Bench/ADE20K/validation/images/ADE_val_00000230.jpg,chair
95,95,CV-Bench/ADE20K/validation/images/ADE_val_00000360.jpg,"fence, fencing"
96,96,CV-Bench/ADE20K/validation/images/ADE_val_00000448.jpg,"pot, flowerpot"
97,97,CV-Bench/ADE20K/validation/images/ADE_val_00001446.jpg,wall
98,98,CV-Bench/ADE20K/validation/images/ADE_val_00001535.jpg,"person, individual, someone, somebody, mortal, soul"
99,99,CV-Bench/ADE20K/validation/images/ADE_val_00000034.jpg,"painting, picture"
100,100,CV-Bench/ADE20K/validation/images/ADE_val_00001928.jpg,seat
101,101,CV-Bench/ADE20K/validation/images/ADE_val_00001720.jpg,van
102,102,CV-Bench/ADE20K/validation/images/ADE_val_00000727.jpg,tree
103,103,CV-Bench/ADE20K/validation/images/ADE_val_00001772.jpg,"fence, fencing"
104,104,CV-Bench/ADE20K/validation/images/ADE_val_00001880.jpg,"streetlight, street lamp"
105,105,CV-Bench/ADE20K/validation/images/ADE_val_00000885.jpg,"fluorescent, fluorescent fixture"
106,106,CV-Bench/ADE20K/validation/images/ADE_val_00000902.jpg,"grandstand, covered stand"
107,107,CV-Bench/ADE20K/validation/images/ADE_val_00000906.jpg,wall
108,108,CV-Bench/ADE20K/validation/images/ADE_val_00000998.jpg,net
109,109,CV-Bench/ADE20K/validation/images/ADE_val_00000005.jpg,"fluorescent, fluorescent fixture"
110,110,CV-Bench/ADE20K/validation/images/ADE_val_00001186.jpg,wall
111,111,CV-Bench/ADE20K/validation/images/ADE_val_00000216.jpg,bag
112,112,CV-Bench/ADE20K/validation/images/ADE_val_00000225.jpg,seat
113,113,CV-Bench/ADE20K/validation/images/ADE_val_00001225.jpg,"person, individual, someone, somebody, mortal, soul"
114,114,CV-Bench/ADE20K/validation/images/ADE_val_00001327.jpg,wall
115,115,CV-Bench/ADE20K/validation/images/ADE_val_00001875.jpg,bag
116,116,CV-Bench/ADE20K/validation/images/ADE_val_00000575.jpg,"bannister, banister, balustrade, balusters, handrail"
117,117,CV-Bench/ADE20K/validation/images/ADE_val_00001073.jpg,cat
118,118,CV-Bench/ADE20K/validation/images/ADE_val_00000580.jpg,scarf
119,119,CV-Bench/ADE20K/validation/images/ADE_val_00000581.jpg,"building, edifice"
120,120,CV-Bench/ADE20K/validation/images/ADE_val_00000590.jpg,"mountain, mount"
121,121,CV-Bench/ADE20K/validation/images/ADE_val_00000600.jpg,"person, individual, someone, somebody, mortal, soul"
122,122,CV-Bench/ADE20K/validation/images/ADE_val_00000602.jpg,"railing, rail"
123,123,CV-Bench/ADE20K/validation/images/ADE_val_00001074.jpg,"painting, picture"
124,124,CV-Bench/ADE20K/validation/images/ADE_val_00000611.jpg,"person, individual, someone, somebody, mortal, soul"
125,125,CV-Bench/ADE20K/validation/images/ADE_val_00000618.jpg,lamp
126,126,CV-Bench/ADE20K/validation/images/ADE_val_00000623.jpg,"person, individual, someone, somebody, mortal, soul"
127,127,CV-Bench/ADE20K/validation/images/ADE_val_00000979.jpg,"mountain, mount"
128,128,CV-Bench/ADE20K/validation/images/ADE_val_00000981.jpg,wall
129,129,CV-Bench/ADE20K/validation/images/ADE_val_00001566.jpg,"antenna, aerial, transmitting aerial"
130,130,CV-Bench/ADE20K/validation/images/ADE_val_00001569.jpg,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
131,131,CV-Bench/ADE20K/validation/images/ADE_val_00001574.jpg,"sofa, couch, lounge"
132,132,CV-Bench/ADE20K/validation/images/ADE_val_00001584.jpg,"billboard, hoarding"
133,133,CV-Bench/ADE20K/validation/images/ADE_val_00001588.jpg,pen
134,134,CV-Bench/ADE20K/validation/images/ADE_val_00001595.jpg,"road, route"
135,135,CV-Bench/ADE20K/validation/images/ADE_val_00001612.jpg,"column, pillar"
136,136,CV-Bench/ADE20K/validation/images/ADE_val_00001613.jpg,sky
137,137,CV-Bench/ADE20K/validation/images/ADE_val_00000084.jpg,"curtain, drape, drapery, mantle, pall"
138,138,CV-Bench/ADE20K/validation/images/ADE_val_00001634.jpg,door
139,139,CV-Bench/ADE20K/validation/images/ADE_val_00000654.jpg,canopy
140,140,CV-Bench/ADE20K/validation/images/ADE_val_00000656.jpg,"building, edifice"
141,141,CV-Bench/ADE20K/validation/images/ADE_val_00000660.jpg,"building, edifice"
142,142,CV-Bench/ADE20K/validation/images/ADE_val_00000662.jpg,wall
143,143,CV-Bench/ADE20K/validation/images/ADE_val_00000085.jpg,wall
144,144,CV-Bench/ADE20K/validation/images/ADE_val_00001663.jpg,"sofa, couch, lounge"
145,145,CV-Bench/ADE20K/validation/images/ADE_val_00000664.jpg,"building, edifice"
146,146,CV-Bench/ADE20K/validation/images/ADE_val_00000666.jpg,"person, individual, someone, somebody, mortal, soul"
147,147,CV-Bench/ADE20K/validation/images/ADE_val_00000668.jpg,sky
148,148,CV-Bench/ADE20K/validation/images/ADE_val_00001668.jpg,sky
149,149,CV-Bench/ADE20K/validation/images/ADE_val_00001671.jpg,"traffic light, traffic signal, stoplight"
150,150,CV-Bench/ADE20K/validation/images/ADE_val_00000086.jpg,armchair
151,151,CV-Bench/ADE20K/validation/images/ADE_val_00001679.jpg,"windowpane, window"
152,152,CV-Bench/ADE20K/validation/images/ADE_val_00000683.jpg,bench
153,153,CV-Bench/ADE20K/validation/images/ADE_val_00000686.jpg,"footbridge, overcrossing, pedestrian bridge"
154,154,CV-Bench/ADE20K/validation/images/ADE_val_00000090.jpg,"screen door, screen"
155,155,CV-Bench/ADE20K/validation/images/ADE_val_00001014.jpg,"road, route"
156,156,CV-Bench/ADE20K/validation/images/ADE_val_00000023.jpg,sky
157,157,CV-Bench/ADE20K/validation/images/ADE_val_00000028.jpg,"person, individual, someone, somebody, mortal, soul"
158,158,CV-Bench/ADE20K/validation/images/ADE_val_00000031.jpg,"car, auto, automobile, machine, motorcar"
159,159,CV-Bench/ADE20K/validation/images/ADE_val_00001031.jpg,"streetlight, street lamp"
160,160,CV-Bench/ADE20K/validation/images/ADE_val_00000061.jpg,"column, pillar"
161,161,CV-Bench/ADE20K/validation/images/ADE_val_00000062.jpg,"pot, flowerpot"
162,162,CV-Bench/ADE20K/validation/images/ADE_val_00000094.jpg,sink
163,163,CV-Bench/ADE20K/validation/images/ADE_val_00000202.jpg,"car, auto, automobile, machine, motorcar"
164,164,CV-Bench/ADE20K/validation/images/ADE_val_00000203.jpg,clock
165,165,CV-Bench/ADE20K/validation/images/ADE_val_00000205.jpg,"plant, flora, plant life"
166,166,CV-Bench/ADE20K/validation/images/ADE_val_00000102.jpg,countertop
167,167,CV-Bench/ADE20K/validation/images/ADE_val_00000211.jpg,"sidewalk, pavement"
168,168,CV-Bench/ADE20K/validation/images/ADE_val_00001203.jpg,"road, route"
169,169,CV-Bench/ADE20K/validation/images/ADE_val_00001209.jpg,"sidewalk, pavement"
170,170,CV-Bench/ADE20K/validation/images/ADE_val_00001221.jpg,"road, route"
171,171,CV-Bench/ADE20K/validation/images/ADE_val_00001222.jpg,"person, individual, someone, somebody, mortal, soul"
172,172,CV-Bench/ADE20K/validation/images/ADE_val_00000103.jpg,mirror
173,173,CV-Bench/ADE20K/validation/images/ADE_val_00001234.jpg,"building, edifice"
174,174,CV-Bench/ADE20K/validation/images/ADE_val_00001242.jpg,"hen, biddy"
175,175,CV-Bench/ADE20K/validation/images/ADE_val_00000249.jpg,clock
176,176,CV-Bench/ADE20K/validation/images/ADE_val_00001287.jpg,covered bridge
177,177,CV-Bench/ADE20K/validation/images/ADE_val_00001293.jpg,house
178,178,CV-Bench/ADE20K/validation/images/ADE_val_00001951.jpg,door
179,179,CV-Bench/ADE20K/validation/images/ADE_val_00000367.jpg,sky
180,180,CV-Bench/ADE20K/validation/images/ADE_val_00001076.jpg,"windowpane, window"
181,181,CV-Bench/ADE20K/validation/images/ADE_val_00000383.jpg,sky
182,182,CV-Bench/ADE20K/validation/images/ADE_val_00001385.jpg,"car, auto, automobile, machine, motorcar"
183,183,CV-Bench/ADE20K/validation/images/ADE_val_00001393.jpg,"road, route"
184,184,CV-Bench/ADE20K/validation/images/ADE_val_00000408.jpg,"road, route"
185,185,CV-Bench/ADE20K/validation/images/ADE_val_00000426.jpg,sky
186,186,CV-Bench/ADE20K/validation/images/ADE_val_00000435.jpg,"sidewalk, pavement"
187,187,CV-Bench/ADE20K/validation/images/ADE_val_00000438.jpg,"bannister, banister, balustrade, balusters, handrail"
188,188,CV-Bench/ADE20K/validation/images/ADE_val_00001449.jpg,"fireplug, fire hydrant, plug"
189,189,CV-Bench/ADE20K/validation/images/ADE_val_00001079.jpg,sconce
190,190,CV-Bench/ADE20K/validation/images/ADE_val_00001499.jpg,"fence, fencing"
191,191,CV-Bench/ADE20K/validation/images/ADE_val_00000502.jpg,"stairs, steps"
192,192,CV-Bench/ADE20K/validation/images/ADE_val_00000503.jpg,"beacon, lighthouse, beacon light, pharos"
193,193,CV-Bench/ADE20K/validation/images/ADE_val_00001532.jpg,"road, route"
194,194,CV-Bench/ADE20K/validation/images/ADE_val_00000543.jpg,"building, edifice"
195,195,CV-Bench/ADE20K/validation/images/ADE_val_00001543.jpg,"rock, stone"
196,196,CV-Bench/ADE20K/validation/images/ADE_val_00001551.jpg,path
197,197,CV-Bench/ADE20K/validation/images/ADE_val_00001085.jpg,"doorframe, doorcase"
198,198,CV-Bench/ADE20K/validation/images/ADE_val_00001556.jpg,"mountain, mount"
199,199,CV-Bench/ADE20K/validation/images/ADE_val_00000638.jpg,"building, edifice"
200,200,CV-Bench/ADE20K/validation/images/ADE_val_00000642.jpg,"building, edifice"
201,201,CV-Bench/ADE20K/validation/images/ADE_val_00000706.jpg,"sidewalk, pavement"
202,202,CV-Bench/ADE20K/validation/images/ADE_val_00001088.jpg,mirror
203,203,CV-Bench/ADE20K/validation/images/ADE_val_00001710.jpg,statue
204,204,CV-Bench/ADE20K/validation/images/ADE_val_00001718.jpg,"car, auto, automobile, machine, motorcar"
205,205,CV-Bench/ADE20K/validation/images/ADE_val_00001735.jpg,"air conditioner, air conditioning"
206,206,CV-Bench/ADE20K/validation/images/ADE_val_00000739.jpg,field
207,207,CV-Bench/ADE20K/validation/images/ADE_val_00001096.jpg,"bucket, pail"
208,208,CV-Bench/ADE20K/validation/images/ADE_val_00001748.jpg,"building, edifice"
209,209,CV-Bench/ADE20K/validation/images/ADE_val_00001752.jpg,"footbridge, overcrossing, pedestrian bridge"
210,210,CV-Bench/ADE20K/validation/images/ADE_val_00000767.jpg,"building, edifice"
211,211,CV-Bench/ADE20K/validation/images/ADE_val_00001763.jpg,"sidewalk, pavement"
212,212,CV-Bench/ADE20K/validation/images/ADE_val_00000776.jpg,sky
213,213,CV-Bench/ADE20K/validation/images/ADE_val_00000778.jpg,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
214,214,CV-Bench/ADE20K/validation/images/ADE_val_00000785.jpg,"person, individual, someone, somebody, mortal, soul"
215,215,CV-Bench/ADE20K/validation/images/ADE_val_00000792.jpg,sky
216,216,CV-Bench/ADE20K/validation/images/ADE_val_00000798.jpg,tree
217,217,CV-Bench/ADE20K/validation/images/ADE_val_00000802.jpg,"streetlight, street lamp"
218,218,CV-Bench/ADE20K/validation/images/ADE_val_00000803.jpg,"curb, curbing, kerb"
219,219,CV-Bench/ADE20K/validation/images/ADE_val_00000804.jpg,"road, route"
220,220,CV-Bench/ADE20K/validation/images/ADE_val_00000805.jpg,"streetlight, street lamp"
221,221,CV-Bench/ADE20K/validation/images/ADE_val_00000806.jpg,"car, auto, automobile, machine, motorcar"
222,222,CV-Bench/ADE20K/validation/images/ADE_val_00001107.jpg,mirror
223,223,CV-Bench/ADE20K/validation/images/ADE_val_00000808.jpg,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
224,224,CV-Bench/ADE20K/validation/images/ADE_val_00000818.jpg,"car, auto, automobile, machine, motorcar"
225,225,CV-Bench/ADE20K/validation/images/ADE_val_00000819.jpg,"plant, flora, plant life"
226,226,CV-Bench/ADE20K/validation/images/ADE_val_00000822.jpg,"car, auto, automobile, machine, motorcar"
227,227,CV-Bench/ADE20K/validation/images/ADE_val_00000828.jpg,"truck, motortruck"
228,228,CV-Bench/ADE20K/validation/images/ADE_val_00000830.jpg,"minibike, motorbike"
229,229,CV-Bench/ADE20K/validation/images/ADE_val_00001108.jpg,"windowpane, window"
230,230,CV-Bench/ADE20K/validation/images/ADE_val_00000832.jpg,"building, edifice"
231,231,CV-Bench/ADE20K/validation/images/ADE_val_00000837.jpg,van
232,232,CV-Bench/ADE20K/validation/images/ADE_val_00000838.jpg,"car, auto, automobile, machine, motorcar"
233,233,CV-Bench/ADE20K/validation/images/ADE_val_00000840.jpg,"stairs, steps"
234,234,CV-Bench/ADE20K/validation/images/ADE_val_00001937.jpg,"screen door, screen"
235,235,CV-Bench/ADE20K/validation/images/ADE_val_00000873.jpg,"streetlight, street lamp"
236,236,CV-Bench/ADE20K/validation/images/ADE_val_00001779.jpg,"sidewalk, pavement"
237,237,CV-Bench/ADE20K/validation/images/ADE_val_00001782.jpg,"awning, sunshade, sunblind"
238,238,CV-Bench/ADE20K/validation/images/ADE_val_00001787.jpg,tree
239,239,CV-Bench/ADE20K/validation/images/ADE_val_00001793.jpg,"palm, palm tree"
240,240,CV-Bench/ADE20K/validation/images/ADE_val_00001794.jpg,"banner, streamer"
241,241,CV-Bench/ADE20K/validation/images/ADE_val_00001802.jpg,"car, auto, automobile, machine, motorcar"
242,242,CV-Bench/ADE20K/validation/images/ADE_val_00001812.jpg,"antenna, aerial, transmitting aerial"
243,243,CV-Bench/ADE20K/validation/images/ADE_val_00001813.jpg,"curb, curbing, kerb"
244,244,CV-Bench/ADE20K/validation/images/ADE_val_00001819.jpg,pole
245,245,CV-Bench/ADE20K/validation/images/ADE_val_00001821.jpg,sky
246,246,CV-Bench/ADE20K/validation/images/ADE_val_00001824.jpg,"sidewalk, pavement"
247,247,CV-Bench/ADE20K/validation/images/ADE_val_00001827.jpg,"road, route"
248,248,CV-Bench/ADE20K/validation/images/ADE_val_00001831.jpg,"road, route"
249,249,CV-Bench/ADE20K/validation/images/ADE_val_00001834.jpg,"road, route"
250,250,CV-Bench/ADE20K/validation/images/ADE_val_00001836.jpg,"sidewalk, pavement"
251,251,CV-Bench/ADE20K/validation/images/ADE_val_00001837.jpg,"trade name, brand name, brand, marque"
252,252,CV-Bench/ADE20K/validation/images/ADE_val_00000124.jpg,pillow
253,253,CV-Bench/ADE20K/validation/images/ADE_val_00001843.jpg,"traffic light, traffic signal, stoplight"
254,254,CV-Bench/ADE20K/validation/images/ADE_val_00001847.jpg,"sidewalk, pavement"
255,255,CV-Bench/ADE20K/validation/images/ADE_val_00001853.jpg,van
256,256,CV-Bench/ADE20K/validation/images/ADE_val_00001854.jpg,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
257,257,CV-Bench/ADE20K/validation/images/ADE_val_00001859.jpg,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
258,258,CV-Bench/ADE20K/validation/images/ADE_val_00000126.jpg,mirror
259,259,CV-Bench/ADE20K/validation/images/ADE_val_00001865.jpg,sky
260,260,CV-Bench/ADE20K/validation/images/ADE_val_00001866.jpg,sky
261,261,CV-Bench/ADE20K/validation/images/ADE_val_00001993.jpg,"sidewalk, pavement"
262,262,CV-Bench/ADE20K/validation/images/ADE_val_00001995.jpg,"road, route"
263,263,CV-Bench/ADE20K/validation/images/ADE_val_00001874.jpg,grass
264,264,CV-Bench/ADE20K/validation/images/ADE_val_00001884.jpg,temple
265,265,CV-Bench/ADE20K/validation/images/ADE_val_00000892.jpg,flag
266,266,CV-Bench/ADE20K/validation/images/ADE_val_00000129.jpg,lamp
267,267,CV-Bench/ADE20K/validation/images/ADE_val_00000905.jpg,sky
268,268,CV-Bench/ADE20K/validation/images/ADE_val_00001905.jpg,sky
269,269,CV-Bench/ADE20K/validation/images/ADE_val_00001914.jpg,house
270,270,CV-Bench/ADE20K/validation/images/ADE_val_00001933.jpg,"rock, stone"
271,271,CV-Bench/ADE20K/validation/images/ADE_val_00001021.jpg,machine
272,272,CV-Bench/ADE20K/validation/images/ADE_val_00000044.jpg,"coffee table, cocktail table"
273,273,CV-Bench/ADE20K/validation/images/ADE_val_00000051.jpg,wall
274,274,CV-Bench/ADE20K/validation/images/ADE_val_00000134.jpg,"napkin, table napkin, serviette"
275,275,CV-Bench/ADE20K/validation/images/ADE_val_00000241.jpg,wall
276,276,CV-Bench/ADE20K/validation/images/ADE_val_00000943.jpg,"tank, storage tank"
277,277,CV-Bench/ADE20K/validation/images/ADE_val_00000267.jpg,bottle
278,278,CV-Bench/ADE20K/validation/images/ADE_val_00000269.jpg,table
279,279,CV-Bench/ADE20K/validation/images/ADE_val_00001268.jpg,"curtain, drape, drapery, mantle, pall"
280,280,CV-Bench/ADE20K/validation/images/ADE_val_00001273.jpg,wall
281,281,CV-Bench/ADE20K/validation/images/ADE_val_00000138.jpg,"windowpane, window"
282,282,CV-Bench/ADE20K/validation/images/ADE_val_00001275.jpg,wall
283,283,CV-Bench/ADE20K/validation/images/ADE_val_00000282.jpg,"light, light source"
284,284,CV-Bench/ADE20K/validation/images/ADE_val_00001281.jpg,"bannister, banister, balustrade, balusters, handrail"
285,285,CV-Bench/ADE20K/validation/images/ADE_val_00001282.jpg,"painting, picture"
286,286,CV-Bench/ADE20K/validation/images/ADE_val_00001283.jpg,wall
287,287,CV-Bench/ADE20K/validation/images/ADE_val_00000292.jpg,cabinet
288,288,CV-Bench/ADE20K/validation/images/ADE_val_00000295.jpg,"stairs, steps"
289,289,CV-Bench/ADE20K/validation/images/ADE_val_00000298.jpg,"windowpane, window"
290,290,CV-Bench/ADE20K/validation/images/ADE_val_00000139.jpg,wall
291,291,CV-Bench/ADE20K/validation/images/ADE_val_00001325.jpg,oven
292,292,CV-Bench/ADE20K/validation/images/ADE_val_00000338.jpg,"push button, push, button"
293,293,CV-Bench/ADE20K/validation/images/ADE_val_00000341.jpg,wall
294,294,CV-Bench/ADE20K/validation/images/ADE_val_00001536.jpg,wall
295,295,CV-Bench/ADE20K/validation/images/ADE_val_00000140.jpg,door frame
296,296,CV-Bench/ADE20K/validation/images/ADE_val_00001642.jpg,"person, individual, someone, somebody, mortal, soul"
297,297,CV-Bench/ADE20K/validation/images/ADE_val_00001644.jpg,chair
298,298,CV-Bench/ADE20K/validation/images/ADE_val_00001645.jpg,computer case
299,299,CV-Bench/ADE20K/validation/images/ADE_val_00000725.jpg,vase
300,300,CV-Bench/ADE20K/validation/images/ADE_val_00001724.jpg,counter
301,301,CV-Bench/ADE20K/validation/images/ADE_val_00000143.jpg,bed
302,302,CV-Bench/ADE20K/validation/images/ADE_val_00001725.jpg,"poster, posting, placard, notice, bill, card"
303,303,CV-Bench/ADE20K/validation/images/ADE_val_00000774.jpg,wall
304,304,CV-Bench/ADE20K/validation/images/ADE_val_00000775.jpg,chair
